label,message,target,char_count,word_count,num_sentences,clean_message
ham,I'm leaving my house now.,0,25,5,2,im leav hous
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",1,160,31,6,hi babe chloe smash saturday night great weekend miss sp visionsmscom text stop stop ptext
ham,Ü ready then call me...,0,23,5,2,readi call
ham,Wewa is 130. Iriver 255. All 128 mb.,0,36,8,4,wewa iriv mb
ham,It is a good thing I'm now getting the connection to bw,0,55,12,1,good thing im get connect bw
ham,Sry da..jst nw only i came to home..,0,36,8,3,sri dajst nw came home
ham,"That's cool he'll be here all night, lemme know when you're around",0,66,12,1,that cool hell night lem know your around
ham,Are you staying in town ?,0,25,6,2,stay town
ham,"Haha yeah, 2 oz is kind of a shitload",0,37,9,1,haha yeah oz kind shitload
ham,Ok u can take me shopping when u get paid =D,0,44,11,1,ok take shop get paid
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",0,63,12,1,alright well bring see like ltgt min
ham,But pls dont play in others life.,0,33,7,2,pl dont play other life
ham,Eatin my lunch...,0,17,3,2,eatin lunch
ham,Hmmm.but you should give it on one day..,0,40,8,3,hmmmbut give one day
ham,"Didn't try, g and I decided not to head out",0,43,10,1,didnt tri decid head
ham,Ok no prob,0,10,3,1,ok prob
ham,Surly ill give it to you:-) while coming to review.,0,51,10,2,surli ill give come review
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",0,154,30,5,march end readi call sure problem capit never complet far how work ladi
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,0,147,30,5,pl give food prefer pap slowli load sugar take hour give water slowli
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",1,154,25,4,urgent mobil award bonu caller prize nd attempt contact call box qu
ham,A guy who gets used but is too dumb to realize it.,0,50,12,2,guy get use dumb realiz
ham,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",0,62,13,2,okey dokey bit sort stuff
ham,Yes fine,0,8,2,1,ye fine
ham,I liked the new mobile,0,22,5,1,like new mobil
ham,Anytime...,0,10,1,2,anytim
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,0,124,22,5,mmmmmmm snuggl deep content sigh whisper fuck love much bare stand
ham,Yar but they say got some error.,0,32,7,2,yar say got error
ham,Hey anyway i have to :-),0,24,6,1,hey anyway
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,0,95,19,5,wow healthi old airport rd lor cant thk anyth els ill bath dog later
ham,Wif my family booking tour package.,0,35,6,2,wif famili book tour packag
ham,"Did you say bold, then torch later. Or one torch and 2bold?",0,59,12,3,say bold torch later one torch bold
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",0,73,15,2,haha awesom might need take doin tonight
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),0,88,16,4,ya knw vl givit ok thank kanoanyway enjoy wit ur famili wit st salari
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,0,77,19,3,huh slow tot reach long ago liao day leh
ham,Thats cool princess! I will cover your face in hot sticky cum :),0,64,13,2,that cool princess cover face hot sticki cum
ham,Big brother‘s really scraped the barrel with this shower of social misfits,0,74,12,1,big brother realli scrape barrel shower social misfit
ham,Oops i thk i dun haf enuff... I go check then tell ü..,0,54,13,3,oop thk dun haf enuff go check tell
ham,S:)8 min to go for lunch:),0,26,6,1,min go lunch
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",0,112,24,6,hey happen switch ur cell whole day isnt good care give call tomorrow
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",0,77,18,1,addi amp art ill get home
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",0,102,19,5,aiyo lesson earli im still sleepin haha oki go home liao den confirm lor
ham,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,0,77,15,3,forgot tell smth like number section clearer
ham,"Yup. Anything lor, if u dun wan it's ok...",0,42,9,3,yup anyth lor dun wan ok
ham,"I'm home, my love ... If your still awake ... *loving kiss*",0,59,12,3,im home love still awak love kiss
ham,HELLO PEACH! MY CAKE TASTS LUSH!,0,32,6,3,hello peach cake tast lush
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",1,153,29,6,free game get rayman golf free game arcad st get ur game set repli post save activ press key arcad termsappli
ham,"There'll be a minor shindig at my place later tonight, you interested?",0,70,12,2,therel minor shindig place later tonight interest
ham,Jason says it's cool if we pick some up from his place in like an hour,0,70,16,1,jason say cool pick place like hour
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",1,143,26,4,mobil mth updat latest cameravideo phone free keep ur number get extra free minstext text ye call
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,0,124,24,3,career tel ad contact indyarockscom send free sm remov phonebook sm ltgt
ham,I've reached already.,0,21,3,2,ive reach alreadi
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,0,77,16,4,dont know ask brother noth problem thing told
ham,K:)eng rocking in ashes:),0,25,4,1,keng rock ash
ham,Wat time r ü going to xin's hostel?,0,35,8,2,wat time go xin hostel
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,0,75,11,3,good morn dear shijutta great amp success day
ham,Oh k:)after that placement there ah?,0,36,6,2,oh kafter placement ah
ham,"Not for possession, especially not first offense",0,48,7,1,possess especi first offens
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",0,175,31,6,nt drive even mani reason call bbdtht chikku hw abt dvg coldheard tht vinobanagar violenc hw conditionand hw ru problem
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,0,237,49,8,bought test yesterday someth let know exact day ovulatewhen get wk pl pl dont fret know worri pl relax also anyth ur past histori need tell
ham,We have pizza if u want,0,23,6,1,pizza want
ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",0,101,18,1,keep see weird shit bein woah realis actual reason im oh
ham,Many more happy returns of the day. I wish you happy birthday.,0,62,12,3,mani happi return day wish happi birthday
ham,Thinking of u ;) x,0,18,5,1,think
ham,Orh i tot u say she now still dun believe.,0,42,10,2,orh tot say still dun believ
ham,"When you just put in the + sign, choose my number and the pin will show. Right?",0,79,17,3,put sign choos number pin show right
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,0,133,25,4,beauti life next second hide thousand secret wish everi second wonder ur life gud
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,0,91,18,6,thanx darlinim cool thanx bday drink nite morrow take care soonxxx
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",0,99,23,1,your still mayb leav credit card get ga get back like told
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,1,160,27,2,weekli coolmob tone readi download week new tone includ crazi frogaxel akonlon black eyeddont info
ham,Well boy am I glad G wasted all night at applebees for nothing,0,62,13,1,well boy glad wast night applebe noth
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,1,155,25,9,cashbincouk get lot cash weekend dear welcom weekend got biggest best ever cash give away
ham,Ok lor... Or u wan me go look 4 u?,0,34,10,3,ok lor wan go look
ham,U wan 2 haf lunch i'm in da canteen now.,0,40,10,2,wan haf lunch im da canteen
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,0,157,29,7,dont make life stressful alway find time laugh may add year life sure add life ur year gud ni swt dream
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",0,133,30,1,hey look like wrong one kappa guy number still phone want text see he around
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,1,138,27,3,thank continu support question week enter draw cash name new u presid txt an
ham,I'm home. Doc gave me pain meds says everything is fine.,0,56,11,3,im home doc gave pain med say everyth fine
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),0,89,19,3,ardé rest ard leastwhich price bedrm
ham,Me too! Have a lovely night xxx,0,31,7,2,love night xxx
ham,Prepare to be pleasured :),0,26,5,1,prepar pleasur
ham,Hi.:)technical support.providing assistance to us customer through call and email:),0,83,10,3,hitechn supportprovid assist u custom call email
ham,if you text on your way to cup stop that should work. And that should be BUS,0,76,17,2,text way cup stop work bu
ham,Whens your radio show?,0,22,4,2,when radio show
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,1,89,15,2,uniqu user id remov send stop custom servic
ham,I'm not sure if its still available though,0,42,8,1,im sure still avail though
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,0,120,21,3,watev relat built di world thing remain atlast iz lonlin lotz lot memori feel
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,0,62,13,3,cheer lou yeah goodnit shame neva came ya gailxx
ham,Hi..i got the money da:),0,24,5,2,hii got money da
ham,Ok then u tell me wat time u coming later lor.,0,46,11,2,ok tell wat time come later lor
ham,U repeat e instructions again. Wat's e road name of ur house?,0,61,12,3,repeat instruct wat road name ur hous
ham,Quite lor. But dun tell him wait he get complacent...,0,53,10,3,quit lor dun tell wait get complac
ham,Sorry completely forgot * will pop em round this week if your still here?,0,73,14,2,sorri complet forgot pop em round week still
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,0,87,21,2,beauti girl ive ever seen babi come common room
ham,O we cant see if we can join denis and mina? Or does denis want alone time,0,74,17,2,cant see join deni mina deni want alon time
ham,Sen told that he is going to join his uncle finance in cbe,0,58,13,1,sen told go join uncl financ cbe
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke,0,79,17,2,yup hey one day fri ask miwa jiayin take leav go karaok
ham,"Call me, i am senthil from hsbc.",0,32,7,2,call senthil hsbc
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",0,147,28,4,especi sinc talk boston person statement lol woulda chang realiz said nyc say boston
ham,Indeed and by the way it was either or - not both !,0,51,13,2,inde way either
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",1,146,23,2,urgent call landlin complimentari ibiza holiday cash await collect sae tc po box sk wp ppm
ham,Holy living christ what is taking you so long,0,45,9,1,holi live christ take long
ham,Ü thk of wat to eat tonight.,0,28,7,2,thk wat eat tonight
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",0,157,31,6,thanx yup come back sun finish dinner go back hotel time fli tog exactli mth today hope well haf mani mth come
ham,We're on the opposite side from where we dropped you off,0,56,11,1,opposit side drop
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,0,68,14,3,yup izzit still rain heavili co im mrt cant outsid
ham,Send me your resume:-),0,22,4,1,send resum
ham,Gd luck 4 ur exams :-),0,22,6,1,gd luck ur exam
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,0,84,22,3,ask next sat make im ok lor
ham,Sorry that was my uncle. I.ll keep in touch,0,43,9,3,sorri uncl ill keep touch
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,0,62,12,1,saw guy doll last night patrick swayz great
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,1,135,23,3,urgent nd attempt contact prize yesterday still await collect claim call
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,1,158,25,7,santa call would littl one like call santa xma eve call book time call ppm last min tc
ham,Just come home. I don't want u to be miserable,0,46,10,2,come home dont want miser
ham,I dont know why she.s not getting your messages,0,47,9,2,dont know she get messag
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",0,151,32,3,cool tyler take gon na buy drop place later tonight total order quarter got enough
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",0,240,48,4,guy car shop flirt got phone number paperwork call text im nervou cours may address call bo tell know may get fire
ham,How do you plan to manage that,0,30,7,1,plan manag
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",0,110,21,1,er hello thing quit go plan limp slowli home follow aa exhaust hang
ham,Sorry for the delay. Yes masters,0,32,6,2,sorri delay ye master
ham,Call me when u finish then i come n pick u.,0,43,11,2,call finish come pick
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,1,153,21,5,privat account statement show unredeem bonu point claim call identifi code expir
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,0,110,23,5,what oga left phone home saw ur messag hope good great weekend
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",0,201,40,2,dont worri though understand import put place poorli thought punish face worst thing ever happen brb gon na go kill
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",0,151,30,3,honey pl find much sell predict nigeria mani time use import repli monday
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,0,86,15,4,admin build might slightli earlier ill call im reach
ham,"fyi I'm at usf now, swing by the room whenever",0,46,10,1,fyi im usf swing room whenev
ham,i can call in  &lt;#&gt;  min if thats ok,0,41,9,1,call ltgt min that ok
ham,Ü no home work to do meh...,0,27,7,2,home work meh
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,0,98,15,3,anyth valuabl situat first get second loos
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,0,86,17,3,mark take forev pick prescript pain come back
ham,How's ur paper?,0,15,3,2,how ur paper
ham,Got smaller capacity one? Quite ex...,0,37,6,3,got smaller capac one quit ex
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,1,69,10,3,check choos babe video smsshsexnetun fgkslpopw fgkslpo
ham,Im good! I have been thinking about you...,0,42,8,3,im good think
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),1,151,29,1,winner ave special select receiv cash holiday flight inc speak live oper claim pmin
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,0,111,26,5,thought bout drink tap spile seven pub ga st broad st canal ok
ham,I am going to sleep. I am tired of travel.,0,42,10,3,go sleep tire travel
ham,"Haha, just what I was thinkin",0,29,6,1,haha thinkin
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,0,68,14,2,yup give problem mayb ill ju leav
ham,Lol no. Just trying to make your day a little more interesting,0,62,12,2,lol tri make day littl interest
ham,"How long before you get reply, just defer admission til next semester",0,69,12,1,long get repli defer admiss til next semest
ham,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",0,139,23,4,word checkmat chess come persian phrase shah maat mean king dead goodmorn good day
ham,Po de :-):):-):-):-). No need job aha.,0,38,7,3,po de need job aha
ham,Rats. Hey did u ever vote for the next themes?,0,46,10,3,rat hey ever vote next theme
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",1,152,22,8,new mobil must go txt nokia collect today optout gbpmtmsg txtauction
ham,I hope your pee burns tonite.,0,29,6,2,hope pee burn tonit
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",0,121,27,4,oh rite well im best mate pete went week geva longer week
ham,Yay can't wait to party together!,0,33,6,2,yay cant wait parti togeth
ham,....photoshop makes my computer shut down.,0,42,6,3,photoshop make comput shut
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,0,89,20,3,boy made fun today ok problem sent one messag fun
ham,That's one of the issues but california is okay. No snow so its manageable,0,74,14,2,that one issu california okay snow manag
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,1,135,20,6,privat account statement show unredeem point call identifi code expir
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",0,71,14,3,hmmm mayb tri shoppin area one forgot name hotel
ham,"Awesome, that gonna be soon or later tonight?",0,45,8,2,awesom gon na soon later tonight
ham,I need details about that online job.,0,37,7,2,need detail onlin job
ham,Missing you too.pray inshah allah,0,33,5,2,miss toopray inshah allah
ham,Pls help me tell Ashley that i cant find her number oh,0,54,12,1,pl help tell ashley cant find number oh
ham,S.this will increase the chance of winning.,0,43,7,3,sthi increas chanc win
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,0,81,15,4,either way work ltgt year old hope doesnt bother
ham,Maybe you should find something else to do instead???,0,53,9,2,mayb find someth els instead
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,0,76,14,4,gain right wifedont demand iti tri husband toolet see
ham,I liked your new house,0,22,5,1,like new hous
ham,I'm fine. Hope you are also,0,27,6,2,im fine hope also
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",0,109,23,2,also north carolina texa atm would go gre site pay test result sent
ham,yes baby! I need to stretch open your pussy!,0,44,9,3,ye babi need stretch open pussi
ham,Thanks  and ! Or bomb and date as my phone wanted to say!,0,57,13,3,thank bomb date phone want say
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",0,121,27,2,hey guy know breath neck get bud anyway youd abl get half track usf tonight
ham,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",0,152,27,5,respons one power weapon occupi place other heart alway give respons care gud nightswt dreamstak care
ham,Nokia phone is lovly..,0,22,4,2,nokia phone lovli
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,1,159,23,4,free messagethank use auction subscript servic pmsgrcvd skip auction txt unsubscrib txt stop customercar
ham,Sorry da..today i wont come to play..i have driving clas..,0,58,10,4,sorri datoday wont come playi drive cla
ham,I'm really sorry I lit your hair on fire,0,40,9,1,im realli sorri lit hair fire
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",0,297,60,10,oh shit thought trip loooooool make much sens grin sofa refer sleep couch link sent wasnt went trip oh didnt babe go celebr rent
ham,Okey dokey swashbuckling stuff what oh.,0,39,6,2,okey dokey swashbuckl stuff oh
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,0,158,25,12,tension face smile face wast face innoc face terror face cruel face romant face lovabl face decent face ltgt joker face
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,0,82,17,4,dip cell dead come better respond els shall come back
ham,Well. You know what i mean. Texting,0,35,7,3,well know mean text
ham,Hi dis is yijue i would be happy to work wif ü all for gek1510...,0,65,15,2,hi di yiju would happi work wif gek
ham,Lol! Oops sorry! Have fun.,0,26,5,4,lol oop sorri fun
ham,Wat happened to the cruise thing,0,32,6,1,wat happen cruis thing
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",0,85,18,3,know dat feelin pete wuld get em nuther place nuther time mayb
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,1,137,21,6,lyricalladi invit friend repli ye see stop send stop frnd
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,0,126,19,3,world happiest frnd never charact dey best understand differ
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie,0,75,15,3,yeah open chat click friend list make list easi pie
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,0,92,19,1,alright tyler got minor crisi home sooner thought asap
ham,When/where do I pick you up,0,27,6,1,whenwher pick
ham,As usual u can call me ard 10 smth.,0,35,9,2,usual call ard smth
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,0,113,20,2,mani thing antibiot use chest abdomen gyna infect even bone infect
ham,Poor girl can't go one day lmao,0,31,7,1,poor girl cant go one day lmao
ham,Or just do that 6times,0,22,5,1,time
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,0,166,36,6,pl make note she expos also find school anyon els vomit dog cat hous let know later
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,0,171,36,5,sound like could lot time spent chastiti devic boy grin take beat like good dog go loung nice long bath
ham,Its worse if if uses half way then stops. Its better for him to complete it.,0,76,16,3,wors us half way stop better complet
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,0,158,29,4,miser dont tell side effect birth control massiv gut wrench cramp first month didnt sleep last night
ham,Send me the new number,0,22,5,1,send new number
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,1,132,21,4,want latest video handset anytim network min half price line rental repli call deliveri tomorrow
ham,2 and half years i missed your friendship:-),0,44,8,1,half year miss friendship
ham,Oh for fuck's sake she's in like tallahassee,0,44,8,1,oh fuck sake she like tallahasse
ham,"Haha, that was the first person I was gonna ask",0,47,10,1,haha first person gon na ask
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1,145,25,3,ou guarante latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw pmtmsgrcvd
ham,Taka lor. Wat time u wan 2 come n look 4 us?,0,44,12,3,taka lor wat time wan come look u
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,1,134,25,2,free polyphon rington text super get free poli tone week sn pobox nr z subscript pw
ham,I;m reaching in another 2 stops.,0,32,6,2,im reach anoth stop
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",0,415,88,12,didnt mean post wrote like mani time ive ritten stuff let sit feel time angri left hit send stop wasnt check phone got car wasnt said didnt sleep bore wouldnt time clean fold laundri etc least make bed
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,1,181,30,6,warner villag colin farrel swat wkend warner villag get free med popcornjust show tc kiosk repli soni mre film offer
ham,Will you come online today night,0,32,6,1,come onlin today night
ham,Then anything special?,0,22,3,2,anyth special
ham,"I'm in solihull, | do you want anything?",0,40,8,2,im solihul want anyth
ham,Will do. Have a good day,0,24,6,2,good day
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,0,160,28,4,regret inform nh made mistakeu never actual bornpleas report yor local hospit terminatedw sorri inconveni
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,0,80,17,1,love holiday monday feel even go dentist hour
ham,I am on the way to tirupur.,0,27,7,2,way tirupur
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",1,155,32,3,goal arsen henri liverpool henri score simpl shot yard pa bergkamp give arsen goal margin min
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,0,237,40,8,youv alreadi got flaki parent itsnot suppos child job support parentnot theyr ride age anyway im suppos support ive hurt unintent hurt nonetheless
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!,0,133,25,6,took hooch walk toaday fell splat graze knee everyth stay home see tomorrow
ham,"Just dropped em off, omw back now",0,33,7,1,drop em omw back
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,0,80,18,1,sit mu wait everyon get suit take shower
ham,Re your call; You didn't see my facebook huh?,0,45,9,2,call didnt see facebook huh
ham,"G says you never answer your texts, confirm/deny",0,48,8,1,say never answer text confirmdeni
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",0,148,33,8,common hearin wat ur day let ask someth differ smile today gud evng
ham,Oh yah... We never cancel leh... Haha,0,37,7,3,oh yah never cancel leh haha
ham,We can go 4 e normal pilates after our intro...,0,47,10,2,go normal pilat intro
ham,Ok... Let u noe when i leave my house.,0,38,9,3,ok let noe leav hous
ham,"Oh yes, why is it like torture watching england?",0,48,9,2,oh ye like tortur watch england
ham,Wanna do some art?! :D,0,22,5,2,wan na art
ham,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,0,96,18,2,hope piss rememb gone sister someth
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",1,124,24,3,hi sexychat girl wait text text great night chat send stop stop servic
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",0,149,36,8,good morn boytoy how yummi lip where sexi bun think crave need
ham,Match started.india  &lt;#&gt;  for 2,0,37,5,2,match startedindia ltgt
ham,Once free call me sir.,0,22,5,2,free call sir
ham,Hey do you want anything to buy:),0,33,7,1,hey want anyth buy
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",0,83,18,3,hey babe how go ever figur go new year
ham,K..k.:)congratulation ..,0,24,2,4,kkcongratul
